Datetime,High,Low,Close,%K,%D,%J
2024-06-20 09:30:00-04:00,549.9600219726562,548.8099975585938,549.9500122070312,50.0,50.0,50.0
2024-06-20 09:45:00-04:00,550.1199951171875,549.4500122070312,549.6099853515625,53.689294755315345,51.22976491843844,58.60835442906914
2024-06-20 10:00:00-04:00,549.8200073242188,548.4299926757812,548.7000122070312,41.11868449516478,47.859404777347216,27.637243930799897
2024-06-20 10:15:00-04:00,549.1950073242188,548.4000244140625,549.0750122070312,40.493837924621324,45.40421582643858,30.67308212098682
2024-06-20 10:30:00-04:00,549.3900146484375,548.7999877929688,549.0250244140625,39.10850136540877,43.30564433942864,30.714215417369033
2024-06-20 10:45:00-04:00,549.27001953125,548.6699829101562,549.22998046875,42.15702787975441,42.92277218620389,40.62553926685544
2024-06-20 11:00:00-04:00,549.530029296875,549.10009765625,549.4000244140625,47.48486031822757,44.443468230211785,53.56764449425914
2024-06-20 11:15:00-04:00,549.4199829101562,548.6900024414062,548.8099975585938,39.601924858472984,42.82962043963218,33.14653369615459
2024-06-20 11:30:00-04:00,549.1199951171875,548.7000122070312,548.9199829101562,36.47816991984312,40.71247026636916,28.009569226791044
2024-06-20 11:45:00-04:00,548.9890747070312,548.3200073242188,548.3599853515625,25.059118807005376,35.49468644658123,4.187983527853675
2024-06-20 12:00:00-04:00,548.6599731445312,548.280029296875,548.5504760742188,22.559989077445803,31.183120656869416,5.313725918598571
2024-06-20 12:15:00-04:00,548.6400146484375,546.9401245117188,546.9600219726562,15.296082711148676,25.88744134162917,-5.886634549812314
2024-06-20 12:30:00-04:00,547.1699829101562,545.989990234375,546.9550170898438,19.28417008329452,23.686350922184282,10.479808405514994
2024-06-20 12:45:00-04:00,547.7050170898438,546.9201049804688,547.280029296875,25.00323982564462,24.125313890004392,26.759091696925083
2024-06-20 13:00:00-04:00,547.27001953125,545.739990234375,546.60498046875,24.276401917603152,24.175676565870646,24.477852621068166
2024-06-20 13:15:00-04:00,546.9400024414062,545.8099975585938,546.02001953125,18.720770247713077,22.35737445981812,11.447561823502987
2024-06-20 13:30:00-04:00,546.6400146484375,545.1799926757812,546.5900268554688,24.409729284986724,23.04149273487432,27.14620238521153
2024-06-20 13:45:00-04:00,547.0499877929688,546.2000122070312,547.02001953125,32.375255151235436,26.152746873661357,44.82027170638359
2024-06-20 14:00:00-04:00,547.9400024414062,546.9500122070312,547.5599975585938,44.38061301743183,32.228702254918176,68.68443454245914
2024-06-20 14:15:00-04:00,548.1400756835938,547.4550170898438,548.0549926757812,57.28439463676307,40.58059971553314,90.69198447922292
2024-06-20 14:30:00-04:00,548.1900024414062,547.2100219726562,547.3900146484375,62.663735987057706,47.94164513937466,92.10791768242382
2024-06-20 14:45:00-04:00,547.6400146484375,547.1500244140625,547.1799926757812,63.92414637491197,53.269145551220426,85.23414802229506
2024-06-20 15:00:00-04:00,547.2999877929688,546.1599731445312,546.9199829101562,61.8850299108492,56.14110700443001,73.37287572368757
2024-06-20 15:15:00-04:00,547.1898803710938,545.77001953125,547.1500244140625,63.073135629862364,58.45178321290746,72.31584046377219
2024-06-20 15:30:00-04:00,547.5399780273438,546.5800170898438,547.1849975585938,64.25250434912661,60.3853569249805,71.98679919741883
2024-06-20 15:45:00-04:00,547.760009765625,546.5900268554688,546.9500122070312,59.08846032163099,59.953058057197325,57.359264850498334
